Station Category;Station Type;ID Hash;WMO ID;Alternative IDs;Name;Location Lat,Lon;Elevation;Start Date;End Date;Horizontal Distance;Vertical Distance;Effective Distance
SYNOP;SYNO;22591128;167600;;Kasteli;35.1833,25.3167;360m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;84742324;172910;LTFE;Milas Bodrum International Airport;37.2506,27.6643;6m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;107720285;135800;;Pretor;40.9797,21.065;912m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;120835501;166820;LGAD;Andravida Air Base;37.9207,21.2926;17m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
METAR;AUTO;129361762;;EQYG;SOUDA BAY(NAS);35.53,24.15;142m;2024-04-18T10:57:00Z;2024-06-14T06:57:00Z;-999;-999;-999
SYNOP;SYNA;134674361;167380;;Milos;36.7167,24.45;182m;2017-01-01T03:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;143877274;135730;;Debar;41.5167,20.5333;675m;2022-09-13T12:00:00Z;2022-09-13T12:00:00Z;-999;-999;-999
METAR;META;294260775;167441;LGSR;Santorini Airport;36.3992,25.4793;39m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNA;419512565;135760;;Mavrovo;41.7,20.75;1240m;2017-01-01T06:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
METAR;META;429818888;167420;LGKO;Kos Airport;36.7933,27.0917;126m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;433149241;135900;;Gjuriste/PGC;41.9,21.85;854m;2017-01-01T00:00:00Z;2024-06-13T18:00:00Z;-999;-999;-999
SYNOP;SYNO;479847221;171840;LTBT;Akhisar Airport;38.8089,27.8339;80m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
METAR;META;480127419;167540;LGIR;Heraklion International Nikos Kazantzakis Airport;35.3397,25.1803;35m;2016-12-31T23:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;489525674;157300;;Kurdjali;41.65,25.3667;330m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;535563898;172200;;Izmir/Guzelyali;38.4333,27.1667;25m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNA;554577379;166750;;Lamia;38.8766,22.436;12.46m;2017-01-01T03:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;579883671;166870;LGRX;Araxos Airport;38.1511,21.4256;14m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;641685670;170520;;Kirklareli;41.7381,27.2178;232m;2017-01-01T03:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;641980001;136190;;Peshkopi;41.6833,20.4333;657m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;646550924;166650;LGBL;Nea Anchialos National Airport;39.2196,22.7943;25m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
METAR;META;727829326;;LGZA;"Zakynthos International Airport ""Dionysios Solomos""";37.7509,20.8843;5m;2017-01-01T05:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
METAR;META;735871069;;LGKC;Kithira Airport;36.2743,23.017;319m;2017-01-01T11:50:00Z;2024-06-13T19:50:00Z;-999;-999;-999
SYNOP;SYNA;737004859;135770;;Lazaropole;41.5333,20.7;1332m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
METAR;META;747390606;170540;LTBU;Tekirdağ Çorlu Airport;41.1382,27.9191;175m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;779537793;172980;;Marmaris;36.85,28.2667;5m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNO;801506516;172970;;Datca;36.7083,27.6919;28m;2017-04-13T06:00:00Z;2017-04-13T06:00:00Z;-999;-999;-999
SYNOP;SYNO;820628403;171750;;Ayvalik;39.3,26.7;4m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;AUTO;835132306;;KQNC;Souda Bay/Crete;35.53,24.13;150m;2021-07-28T15:55:00Z;2021-09-14T05:55:00Z;-999;-999;-999
SYNOP;SYNA;883025578;135930;;Pozar/PGC;41.3,22.4167;1031m;2018-06-18T09:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNO;926304055;167390;LGPL;Astypalaia Airport;36.5799,26.3758;50m;2020-02-12T12:00:00Z;2024-06-13T12:00:00Z;-999;-999;-999
SYNOP;SYNO;1038917049;171150;LTBG;Bandırma Airport;40.318,27.9777;52m;2017-01-01T00:00:00Z;2024-06-14T06:50:00Z;-999;-999;-999
METAR;META;1046955943;;LTBK;Gaziemir Air Base;38.3191,27.1594;132m;2018-08-27T06:50:00Z;2023-10-04T05:50:00Z;-999;-999;-999
METAR;META;1061096586;;LGMK;Mikonos Airport;37.4351,25.3481;123m;2017-01-01T05:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNA;1159239734;167160;LGAT;Athen Helenikon Airport;37.8916,23.7302;21m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;1193164609;166850;LGKF;Kefallinia Airport;38.1201,20.5005;18m;2017-01-01T05:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
METAR;META;1260303724;166240;LGKV;Kavala Alexander the Great International Airport;40.9133,24.6192;5m;2017-01-01T00:00:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNA;1432873294;167150;LGTT;Tatoi Airport;38.1089,23.7838;239m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;1496578851;171090;LTFK;Gökçeada Airport;40.2045,25.8833;22m;2017-04-13T06:00:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;1548325276;166270;LGAL;Alexandroupoli Democritus Airport;40.8559,25.9563;7m;2017-01-01T05:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
METAR;META;1588056429;135780;LWOH;Ohrid St. Paul the Apostle Airport;41.18,20.7423;705m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNA;1620323445;167320;;Naxos;37.1,25.3833;9m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;1700758182;;LGSK;Skiathos Island National Airport;39.1771,23.5037;16m;2017-01-01T05:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;1819642232;172320;;Kusadasi;37.8667,27.25;20m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNO;1829820867;135790;;Ohrid/Intl;41.1,20.8167;705m;2017-01-01T09:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;AUTO;1869227343;167401;LGSO;Syros Airport;37.4228,24.9509;72m;2017-01-01T00:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNA;1874291250;167680;LGLE;Leros Airport;37.1849,26.8003;12m;2020-02-12T12:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNA;1875626177;167100;LGTP;Tripolis Airport;37.5306,22.4036;644m;2017-01-01T03:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;1989910575;167460;LGSA;Chania International Airport;35.5317,24.1497;149m;2017-01-01T00:00:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;2055528503;157260;;Rojen;41.8833,24.7333;1754m;2018-04-30T06:00:00Z;2019-10-09T18:00:00Z;-999;-999;-999
SYNOP;SYNA;2077621125;135990;;Kavadarci;41.4333,22.0333;260m;2023-06-05T09:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
METAR;META;2174398300;;LGKP;Karpathos Airport;35.4214,27.146;20m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;2183446948;172210;;Cesme;38.3036,26.3724;5m;2017-04-13T06:00:00Z;2017-04-13T06:00:00Z;-999;-999;-999
SYNOP;SYNO;2199922177;167590;;Tymbakion;35,24.75;7m;2017-01-12T09:00:00Z;2021-12-15T12:00:00Z;-999;-999;-999
SYNOP;SYNA;2313359788;166140;LGKA;Kastoria National Airport;40.4463,21.2822;661m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;2347935757;166990;LGTG;Tanagra Air Base;38.3398,23.565;148m;2016-12-31T23:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;2357555715;135920;;Demir Kapija;41.4167,22.25;125m;2017-01-01T03:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNO;2487941426;171860;;Manisa;38.6167,27.4333;71m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;2507147985;135850;;Prilep;41.3333,21.5667;673m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNO;2541974859;135820;;Krusevo;41.3667,21.25;1230m;2022-09-13T12:00:00Z;2022-09-13T12:00:00Z;-999;-999;-999
SYNOP;SYNO;2561555668;136290;;Korca;40.6,20.7667;889m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;2641068140;167161;LGAV;Eleftherios Venizelos International Airport;37.9364,23.9445;94m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
METAR;META;2660085788;172190;LTBJ;Adnan Menderes International Airport;38.2924,27.157;126m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNA;2667118396;167400;;Siros;37.4333,24.9167;-9999m;2018-06-04T12:00:00Z;2020-07-21T18:00:00Z;-999;-999;-999
METAR;META;2680499363;171120;LTBH;Çanakkale Airport;40.1377,26.4268;7m;2017-01-01T05:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;2688051952;166500;LGLM;Limnos Airport;39.9171,25.2363;4m;2017-01-01T00:00:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNA;2708980071;167650;;Karpathos;35.5167,27.25;6m;2017-01-01T00:00:00Z;2024-04-22T18:00:00Z;-999;-999;-999
METAR;META;2772405659;;LTFD;Balıkesir Körfez Airport;39.5546,27.0138;15m;2017-01-01T02:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;2782903161;171500;LTBF;Balıkesir Merkez Airport;39.6193,27.926;104m;2016-12-31T23:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;2813782781;167790;LGIK;Ikaria Airport;37.6827,26.3471;24m;2020-02-12T12:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNA;2833175601;166840;LGSY;Skiros Airport;38.9676,24.4872;13m;2017-01-01T03:00:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;2862244610;136240;;Qyteti Stalin;40.8,19.9;32m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNA;2930258040;167430;;Kythira;36.1492,22.9887;166.1m;2017-01-01T03:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;2966197885;167700;LGKS;Kasos Airport;35.4214,26.91;11m;2020-02-12T12:00:00Z;2024-06-12T12:00:00Z;-999;-999;-999
METAR;META;2978523541;167490;LGRP;Diagoras Airport;36.4054,28.0862;5m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNA;3020697827;135950;;Strumica;41.4333,22.65;-9999m;2017-01-01T03:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
METAR;AUTO;3035112955;;LGPA;Paros National Airport;37.0205,25.1132;40m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;3046335032;172900;LTBV;Bodrum-Imsık Airport;37.1401,27.6697;62m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;3054527579;135980;;Berovo;41.7167,22.85;834m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNA;3093080200;167340;;Methoni;36.8333,21.7;33m;2017-01-01T03:00:00Z;2023-07-21T06:00:00Z;-999;-999;-999
SYNOP;SYNA;3107393235;166280;;Konitsa;40.05,20.75;544m;2019-09-26T12:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;3126042414;172321;LTFB;Selçuk Efes Airport;37.9507,27.329;3m;2022-06-01T04:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
METAR;META;3158362671;136150;LATI;Tirana International Airport Mother Teresa;41.4147,19.7206;38m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNA;3202709967;166060;;Serrai;41.0667,23.5667;33m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;3214349183;;LTFA;Kaklıç Airport;38.5176,26.9774;4m;2018-06-19T04:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;3244158805;167440;;Thira .;36.4167,25.4333;40m;2021-12-05T01:00:00Z;2021-12-05T01:00:00Z;-999;-999;-999
SYNOP;SYNO;3250525281;166430;LGPZ;Aktion National Airport;38.9255,20.7653;3m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;3284567807;167570;;Sitia;35.2,26.1;25m;2017-01-01T12:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;3317945880;167060;LGHI;Chios Island National Airport;38.3432,26.1406;5m;2017-01-01T05:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
METAR;META;3335459408;166410;LGKR;Ioannis Kapodistrias International Airport;39.6019,19.9117;2m;2017-01-01T00:00:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNA;3491176404;166100;;Komotini;41.1167,25.4;24m;2017-08-20T23:00:00Z;2019-12-30T12:00:00Z;-999;-999;-999
SYNOP;SYNO;3507498862;170500;;Edirne;41.6667,26.5667;51m;2017-01-01T06:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNA;3553297305;135750;;Pozarane/PGC;41.85,20.8667;885m;2017-01-01T03:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
METAR;META;3608462870;167180;LGEL;Elefsis Airport;38.0638,23.556;44m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;3622451525;167230;LGSM;Samos Airport;37.69,26.9117;6m;2017-01-01T08:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;3631774411;170560;;Tekirdag;40.9833,27.55;3m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
METAR;META;3664066227;166670;LGMT;Mytilene International Airport;39.0567,26.5983;18m;2017-01-01T04:20:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;3667833341;136110;;Durres;41.3,19.45;15m;2017-01-01T06:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;META;3682290412;166220;LGTS;Thessaloniki Macedonia International Airport;40.5197,22.9709;7m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
METAR;AUTO;3683204019;166320;LGKZ;Filippos Airport;40.2861,21.8408;628m;2017-01-01T05:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
METAR;META;3686624315;;LGNX;Naxos Apollon Airport;37.0811,25.3681;3m;2017-01-03T06:20:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;3699034150;166480;LGLR;Larisa Air Base;39.6502,22.4655;73m;2016-12-31T23:50:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;3707871096;171100;;Gokceada;40.1833,25.9;42m;2017-08-22T01:00:00Z;2018-08-17T11:00:00Z;-999;-999;-999
SYNOP;SYNO;3741687505;135810;;Topolcani/PGC;41.2167,21.4667;-9999m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNO;3753712477;136020;;;40.78,19.87;41m;2017-01-04T12:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
METAR;AUTO;3760307822;166420;LGIO;Ioannina Airport;39.6964,20.8225;475m;2016-12-31T23:50:00Z;2024-06-14T07:20:00Z;-999;-999;-999
SYNOP;SYNO;3796917308;171800;;Dikili;39.0667,26.8833;3m;2017-01-01T06:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;3815981674;171430;;Koca Seyit Havalimanı;39.5592,27.0253;19m;2017-04-13T06:00:00Z;2017-04-13T06:00:00Z;-999;-999;-999
SYNOP;SYNO;3863190245;136220;;Vlore;40.4667,19.4833;1m;2017-01-01T06:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;3866625531;172180;LTBL;Çiğli Airport;38.513,27.0101;5m;2017-01-01T00:00:00Z;2024-06-14T06:50:00Z;-999;-999;-999
SYNOP;SYNO;3881475368;167410;;El Venizelos;37.9206,23.9314;72.45m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;3894109801;135910;;Stip;41.75,22.1833;326m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;3965931975;157120;;Sandanski;41.55,23.2667;203m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;4013705269;136010;;Tirana-La Praka;41.3333,19.8;90m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;4078182363;172340;LTBD;Çıldır Airport;37.815,27.8953;31m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNA;4091189708;135940;;Vinica/PGC;41.8833,22.5;518m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNO;4099195707;172920;;Mugla;37.2167,28.3667;646m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNO;4112740999;136250;LASK;Gjirokastër Airport;40.0879,20.1519;203m;2017-01-01T00:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNO;4203884320;135830;;Bitola;41.05,21.3667;586m;2017-01-01T00:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
SYNOP;SYNO;4219095684;167190;;Zakynthos;37.7833,20.8833;8m;2019-09-26T12:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNA;4247831227;166130;;Florina;40.7833,21.4;650m;2017-01-01T03:00:00Z;2024-06-14T06:00:00Z;-999;-999;-999
SYNOP;SYNA;4249822158;135970;;Gevgelija;41.15,22.5;60m;2017-01-01T06:00:00Z;2024-06-14T07:00:00Z;-999;-999;-999
